Author,Comment,Published
@nicholasqiu4575,"Hot take: Pendidikan rusak dalam level fundamental bukan hanya di Indonesia. Dulu saat penjajahan, anda sekolah diatas SD aj dianggap orang terpinter di daerah. Dulu sekolah diatas SD itu spesifik buat belanda ato anak sultan. Pendidikan diatas SD itu berharga banget.<br><br>Abis itu, pendidikan itu dimudahkan akses ke seluruh penduduk. Sekarang semua orang dapat pendidikan tersebut, tb&quot; semua orang lulusan SMA. Sekarang status kelulusan itu gaada guna.<br><br>Sekarang lulusan kuliah adalah standar kesuksesan untuk dapat pekerjaan dan masa depan. Kuliah dulu sangat elit susah dimasuki. Sekarang semua orang harus kuliah, dan sekarang hampir semua orang kuliah. Akhirnya diploma lu ga garansi lu dapet pekerjaan.<br><br>Gw ad liat mahasiswa S1 masih kerja di McD. Kita ad pekerja gaji minimum yang berpendidikan kuliah. Itu gila cok. Pas SDM oversaturasi sebuah kualitas bagus, harga kualitas itu menurun. Gak bingung napa ada yg ga mo kuliah buat ap berjuang tahun&quot; gadapet kerja. Gw serem bayangin ank&quot; gw masa depan mereka mo setinggi tinggi appun tetep gak garansi apapun. Gaada koneksi lu gaada harga di dunia ini.",2024-10-13T09:31:19Z
@superior-x8d,"Ngapain fasilitas sekolah bagus², mending buat bangun rumah mewah, supaya pemerintah tidurnya nyenyak.",2024-10-13T09:28:49Z
@harahuru6354,"Jaman gue kecil dulu pas SD, ada temen gk naik kelas karna blm bisa baca, itu pas kelas 2 SD ... Klo skrg naek kelas terussss, walau blm memenuhi standar 😂",2024-10-13T09:26:05Z
@disukadjo,Terlalu banyak sosial media..  dan mentri terlalu banyak bicara bukanya memaksimalkan metode pembelajaran yang old school yang sudah terbukti efektif,2024-10-13T09:25:40Z
@muhammadhaykal529,mentrinya aja kapitalis,2024-10-13T09:23:29Z
@kurozets6171,Bikin partai baru khusus manusia2 berakal sehat isinya<br>Bang ferry<br>Guru gembul<br>Mardigu<br>dr. Tony setiobudi<br>Dedi<br>Gatot<br>Jusuf hamka,2024-10-13T09:22:31Z
@nicholasqiu4575,"Pendapat saya, sistem pendidikan kita rusak sebab kita fokus untuk membuat semua orang sama daripada membuat semua orang unik dan berbakat dalam bidang-bidangnya sendiri.<br><br>Saya ada teman yang tidak baik dalam biologi, pkn, sejarah, bi, dst. Tetapi dia jago banget matematika sakin jago masuk lomba UGM. Guru-guru tau dia jago mate ama tik tapi dia harus tetep fokus mapel lain utk lulus dan dia diranking bdsrkn hal tersebut. Akhirnya dia salah satu ranking terbawah di kelas padahl dia IQ tertinggi di kelas.<br><br>Sistem kkm mengutamakan standar tetapi manusia itu susah distandar. Kita itu unik dan harus diperlakukan secara spesial tersendiri. Buat apa arkitek pinter biologi? Buat apa dokter bedah pinter aritmatika?<br><br>Bahkan sejak kecil, hal itu gk masuk akal sama sekali buat gw. Aku gk bilang aku ad sistem perfek tapi sistem skrng jauh dari oke oke aj.<br><br>Beda sekolah aj beda standar nilai. Ank sklh privat dapet 70 kalo ke sklh ngri bisa dapat 100. Beda sekolah beda cuek guru beda buku beda standar pendidikan. Korupsi dana, kurang infrastruktur, dst.",2024-10-13T09:21:55Z
@kurniadiprastio5087,Mending sekolah swasta aja lah,2024-10-13T09:15:41Z
@ridiyogapratama171,"Bang, sebagai fans sepakbola gw mengutuk satu kebijakan Muhadjir yang sangat destruktif bagi kemajuan sepakbola, yakni &quot;full day school&quot; dimana anak2 sudah susah dan sangat capek di sekolah sehingga ga ada waktu latihan  di SSB. Kalaupun ada ya di akhir pekan yang tentu saja sangat ga efektif untuk pengembangan skill sepakbola, gw harap abang ngangkat isu ini, karena abang juga pecinta bola dan peduli pedidikan",2024-10-13T09:15:34Z
@ningrumrofiq6842,"terus gmn solusi buat sy( ratusan rakyat org ind)?<br>biar, min kekhawatiran org tua berkurang dikit,,",2024-10-13T09:15:07Z
@anggororyan3134,Sekarang apakah kalian percaya 2030 Indonesia emas?,2024-10-13T09:13:35Z
@littleshaliha6098,pondasinya nggak cocok sama indo pak.. roboh...,2024-10-13T09:11:28Z
@dioranda3325,Kedokteran di indonesia juga gtu mas sama sedih banget terkait sistem bpjs,2024-10-13T09:09:35Z
@Alkansa8765,"Dulu<br>Anak Sekolahan : Kalau nggk naik kelas matilah aku😢😢<br>Sekarang<br>Anak Sekolahan : Nggk naik kelas?mitos itu dek, selagi bayar udh jelas naik dong🤪🤪",2024-10-13T09:07:38Z
@danangkaa,"Harusnya kalau mencontoh pendidikan luar negeri dari dasarnya juga, yaitu mendidik siswa untuk disiplin, bertanggung jawab, dan saling menghargai.",2024-10-13T09:05:20Z
@ahmadrijalhadiyan4106,"Jaman Sekarang SMA skarang, anak2 pada BODOH-BODOH semua....sungguh miris karena sistem UN dihapuskan. PADAHAL SISTEM UN DIGUNAKAN UNTUK MENYARING ANAK2 AGAR BISA SALING BERKOMPETISI UNTUK MENJADI LEBIH BAIK....",2024-10-13T08:59:29Z
@daniimpact4797,"Lu harus rasain dulu baru bisa komentar. Gk percaya, tanya chef",2024-10-13T08:55:08Z
@erryagussiswanto2392,"Gua yg paling tidak setuju UN di hapus,karena itu bisa membuat anak² sekolah &quot;menggapangkan&quot; pelajaran di sekolahnya. Mereka tidak ada ketakutan dll. Makanya mereka masa bodo yg penting berangkat pulang",2024-10-13T08:50:53Z
@fitrahrahmitam7571,jiwa kompetisi menurun 😢,2024-10-13T08:49:54Z
@myusufsupriadi2579,Nadiem,2024-10-13T08:45:34Z
@topglobalpombensin2502,Murid semakin banyak .sekolah tidak pernah di tambah,2024-10-13T08:39:18Z
@hkariono3164,"MENTRI PENDIDIKAN YG GAGAL DAN MASIH DIPERKERJAKAN, KENAPA?? APAKAH RAKYAT MEMANG HARUS BODOH,,",2024-10-13T08:31:20Z
@abangnyakakabubu5850,"Hardware masih busuk malah maksain make os spek tinggi, tolol emang😂",2024-10-13T08:29:23Z
@tristyantoreyvaldo9753,ga kebayang gmna chaosnya indonesia 10 th kedepan gara2 ni kurikulum gajelas,2024-10-13T08:28:54Z
@ack_attack,wkwkwk memang kebanyakan SDM rendah IQ jongkok tapi ngamuk klo dibilang goblok😂,2024-10-13T08:26:31Z
@ZeeZee9790,Perlu d viralkan bnget g sih sama guru2... biar sampe ke siswa.nya jg ...,2024-10-13T08:24:23Z
@linkswitch2439,"bukannya ini berkah ya, <br><br>banyak orang bodoh  , artinya cuan bagi si pintar <br><br>suka ga suka  ini kenyataan",2024-10-13T08:23:38Z
@cccpmeow631,Kalau nanti gen Z jadi guru ???,2024-10-13T08:23:28Z
@TheJalutn,"saya perhatikan, sejak jaman mendikbud muhajir effendi diteruskan oleh nadiem, kualitas pendidikan kita berangsur menurun. ada kok datanya, di dunia peringkat pendidikan kita memang menurun. mereka berdua terlalu memaksakan kesetaraan pendidikan  dengan menghapuskan predikat sekolah favorit, kesetaraan kesempatan untuk memperoleh pendidikan, dengan memprioritaskan siswa dengan usia yang lebih tua tanpa memperhatikan nilai2 akademik. aturan zonasi yang terkesan dipaksakan padahal infrastrukturnya belum memadai, akibatnya siswa yang cerdas malah tidak punya kesempatan bersekolah di sekolah negeri jika tidak berdomisili di zona prioritas. benar2 aturan yang konyol dan tidak adil bagi siswa yang memang pintar karena tekun belajar. orangtua banyak yang menyesalkan tapi sama sekali diabaikan",2024-10-13T08:22:09Z
@kenarok886,Garut😂🤣,2024-10-13T08:20:28Z
@anugrahrezkitaemesura4912,"Mas Ferry, apa enggak berniat membenarkan video soal Malang, Mas? Video itu jelas berisi informasi yang salah. Mas tetap menyalahkan sistem zonasi, padahal contoh kasus di Malang itu sudah ada mitigasi berupa persesjen tentang zonasi. Berarti kesalahan tersebut dilakukan oleh pemda setempat. Saya rasa kritik Mas sudah enggak objektif. Saya lebih melihat Mas mencari pengikut agar buat berbondong-bondong menyalahkan pusat(?). Ini kurang menarik diikuti. Tentu saja masih banyak kekurangan sistem pendidikan kita, celakanya pendapat Mas di sini cuma seperti basa-basi tanpa data. Lalu pertanyaan saya, apa yang salah dengan perkataan Nadiem pada menit <a href=""https://www.youtube.com/watch?v=1qDL8bPuj_I&amp;t=570"">9:30</a>? Dan kenapa pula Mas berfokus pada Finlandia di mana kemendikbud enggak pernah menyebut mengikuti sistem negara tersebut? Lalu kenapa Mas berharap kalau proses belajar mesti dibarengi dengan tekanan? Saya rasa terlalu banyak pertanyaan di video Mas ini. Belum lagi data yang enggak pernah Mas munculkan. Saya justru bingung bagaimana caranya Mas masuk ke banyak sekolah hanya untuk sekadara wawancara dan menjadikan itu sebagai tolak ukur negara ini.",2024-10-13T08:11:04Z
@topaja,Zonasi. 😂😂 kocak sih. Di daerah saya Banjarmasin.  Ada yg SMP DAN SMA nya jauh. Dan ga masuk zona. auto ga bisa daftar😂😂😂. Klau mau daftar. Ada uang tambahan.  Kan bego. Sistem ini. Salah satu contohnya saja itu. Aneh aneh,2024-10-13T08:09:24Z
@klaus4023,"Budaya baca buku anak indonesia masih rendah, jadi blom bisa implementasi sistem finlandia",2024-10-13T08:05:27Z
@topaja,Gen Z. Kebanyakan pemalas. Ditambah ga ada UN. makin malas 😂😂😂😂 auto goblok😂.,2024-10-13T08:04:19Z
@jannah-3404ipb,Maaf anakku sd kelas 5 saya yang ajar membaca sering marah2 kalau belum pintar membacab tetapi temannya hampir banyak tidak tahu membaca. Kadang saya bingung dengan guru yang di gaji tetapi tidak terlalu fokus dengan muritnya.,2024-10-13T08:00:47Z
@belajarbarengimhas,"mending kembali ke desa aja, belajar bertani, berkebun, ternak <br>kalau sistem pendidikannya gagal seperti di video ini<br>siswa tambah gak punya skill apapun",2024-10-13T07:59:33Z
@maksyifuddinghofur448,"kegagalan dari sisi mana dulu inii? gagal dalam mencerdaskan anak bangsa, iya. tapi kalo untuk tujuan pemerintah jelas ini sebuah keberhasilan yang sangat besar. kan tujuannya untuk pembodohan masal, berhubung yang udah gedhe gedhe udah susah dibodohi, ya diseranglah itu dari usia usia sekolah, usia disaat lebih mudah menerima ilmu baru. sehingga saat udah gedhe yang mungkin udah makin sadar pentingnya ilmu itu, pas mau belajar lagi udah susah menyerapnya.",2024-10-13T07:59:28Z
@Goooopro,"Karena gagalnya sistem pendidikan di Indonesia jika dibiarkan bertahun tahun tanpa perubahan. Misal 10 tahun, sebelum ada generasi emas bakal jatuh dulu ke generasi gelap gulita selama 10tahun, itu klo bisa bangkit LG menuju generasi emas, klo g terperosok lebih dalam karena bobroknya generasi gelap memimpin negeri😂",2024-10-13T07:55:00Z
@sarodinsarodin9316,Jokowi telah berhasil membodohkan rakyatnya sendiri,2024-10-13T07:54:58Z
@ahmadazhardarmawan5710,Sebenernya kalo konten kayak gini tentang penelitian pendidikan diliat ga sih sama pemerintah. Dan kalo liat mereka merasa gimana ya apa B aja :&quot;,2024-10-13T07:50:31Z
@rriizzzz,Bareng Pak Gita bang bangun pendidikan di Negeri ini...❤,2024-10-13T07:48:03Z
@yanigondrong,bikin sedih dan gundah,2024-10-13T07:47:30Z
@farizekakarma4601,"Bang konten lu harusnya disetel di TV gede yang di perempatan,di mall, tempat publik,atau hack siaran nasional, biar pada ngeliat 😢",2024-10-13T07:46:13Z
@callmelansz8306,Ngeri juga ya SMA gk bisa baca.,2024-10-13T07:45:58Z
@zikawabintang,gua juga dulu korban zonasi,2024-10-13T07:45:38Z
@ekahamidhamid7514,"Hadis , generasi kelak akan makin buruk Sampai zina merajalela di pinggir jalan",2024-10-13T07:42:54Z
@dianputra7336,"Sejatinya anak2 sekolah itu malas belajar. Kalau mereka di buat merdeka dri belajar, mereka tidak akan mau belajar. Inilah hasilnya sekarang. <br>Sistem ranking dan prestasi itu memacu rasa bersaing di anak2 sekolah. Ada standar nilai agar anak bisa naik kelas. Ketika semua itu dibuat merdeka, beginilah hasilnya sekarang.<br>Sistem asn skrg jdi ribet, sehingga guru2 yg asn akan sibuk dgn sistem asn yg baru ini. Njelimet dan ribet berbasis sistem di aplikasi. Guru2 yg gaptek pasti kelabakan. Gmn mau mikirin anak2 klo udh gtu keadaannya <br>Pemerintah seringkali bikin sistem/aturan itu pakai sistem kebut semalam. Besoknya lsg berlaku itu aturan tanpa di pelajari dulu efeknya bagaimana ketika aturan tersebut diterapkan. Apakah hasilnya akan sama bila diterapkan di kota besar dan di pelosok?<br>Menteri pendidikan seperti berlomba2 membuat kurikulum. Ganti menteri ganti kurikulum. Dulu 1 buku bisa dipakai beberapa generasi. Sekarang, jgnkan buku si kakak dipake si adek, si kakak aj tiap tahun hrus belajar hal baru.<br>Saya hanya bisa mengelus dada dan berdo&#39;a agar ketika anak saya nnti sekolah, semuanya berubah ke arah yg lebih baik.",2024-10-13T07:40:30Z
@sahaching1873,2045 Indonesia kaya singapur 😁<br>yg mimpin etnis china karena pinter2 wkwkw <br><br>orang lokalan sekrang di biarkan bodoh dari sekrang,2024-10-13T07:37:27Z
@adinozsimoncelli1003,"Salah satu kesalahan Jokowi dengan menunjuk Nadiem makariem jadi Mentri pendidikan,",2024-10-13T07:27:10Z
@albertfliknop7838,RAJA JAWA MULYONO SUKSES MENGHANCURKAN NEGARA INI SEBOBROK BOBROKNYA SESUAI PESANAN PEMODAL DIA AGAR RAKYAT BODOH DUNGU DAN PUNYA MENTAL BUDAK SKILL HAHA HIHI DUNGU ONLY DENGAN KEBIJAKAN2NYA + MENTERI2 ASUNYA.,2024-10-13T07:24:12Z
@Bapak456,"indonesia emang parah sih, makin mundur",2024-10-13T07:23:33Z
@TIPI_LAWAS,"Saya Malang, keresahan masyarakat soal zonasi adalah realita, bahkan ada yg numpang KK ke kerabat/ saudara demi sekolah SMA",2024-10-13T07:21:00Z
@tintonbagustriyoko8676,"Ketika tukang kayu nyuruh tukang ojek ngurus pendidikan, ya beginilah hasilnya",2024-10-13T07:18:04Z
@GoroGoro441,Salahkan mulyono yg milih menteri ga kompenten di bidangnya..,2024-10-13T07:14:00Z
@PinkanHangeng,Dulu waktu saya SMP teman saya juga ada enggak bisa baca sampai lulus😁 thn 2005,2024-10-13T07:13:58Z
@elpalkontolero8878,Sibuk tawuran mereka,2024-10-13T07:13:37Z
@Poniyem-c7l,"Anak terlalu pintar dan terlalu bodoh tdk punya tempat di negeri ini, contonya cucu saya, dua tahun bisa baca, bisa 3 bahasa, tapi tidak boleh masuk SD, semua hanya pakai standar umur, sd harus 7 tahun, saya takut dia bosan dan tidak mau belajar😢",2024-10-13T07:13:19Z
@dedeardiansah2031,Kalo baca aja gak bisa gimana cara memahami bacaannya?,2024-10-13T07:06:45Z
@triadijodikusumowibowo3565,"asthaghfirullah, ini anak gw masih KB nanti mau sekolah dimana ya? Swasta aja mahal2.<br>Katanya TK ga diajaren membaca sama kalistung. Gila ini negara lama2.",2024-10-13T07:03:49Z
@LAHjadinim,Heran kok Ujian nasional di hapus,2024-10-13T07:02:02Z
@lhkm14,"Agak shock tetangga gua SMA, punya hp punya socmed, suka chatting sama temennya, pas tau isinya VN semua, ternyata temen2nya juga engga bisa baca, mirisss",2024-10-13T07:01:25Z
@IrfanMaulana-zp8po,"kata kata timothy ada benarnya juga ternyata, i mean bukan sekolah nya yang salah, tapi sistem yang ada di dalam sekolah itu yang salah",2024-10-13T06:59:54Z
@tumbuhmedia,"Mnurut pandangan saya bg, sistem pendidikan terlalu sering berubah. Akhirny pola2ny jadi ikut berubah, pola2 yg berubah makan waktu yg panjang untuk melihatkan hasilnya. Hemat sya kembali ke ruh awal sistem pendidikan indonesia yg sudah memang berjalan dari moyang kita. Dari pola itu tnggal kita upgrade kekurangnnya yg diadopsi dari negara maju tanpa menghilangkan identitas pendidikan kita. Kalau zonasi untuk pemerataan pendidikan teorinya iya, tapi dilapangan masyarakat kita bnyak akal. Kalo setiap kecamatan ada SMA itu tergantung lahan masyarakat yg mau.",2024-10-13T06:57:38Z
@marcelia6577,Halah ga usah SOK ngikutin sistem pendidikan Finland. Beda culture.,2024-10-13T06:54:35Z
@weed7682,freakymakarim,2024-10-13T06:54:12Z
@LLLLlll__0000,Mungkin sekolah gak begitu penting tapi kan otak sangat penting jing,2024-10-13T06:53:22Z
@Jempolsosmed,"jujur bang pendidikan gua ngga sampe sekolah tinggi tapi minimal gua nggak buta geografi dalam negri, itu bocah yg bilang garut ada di eropa sumpah parah banget sih gen z geleng geleng gua",2024-10-13T06:52:47Z
@madaboom3377,Bisa bang main fifa 2025 pake celeron asal pake RTX 🤣paling agak shutter dikit,2024-10-13T06:52:10Z
@harunlibra1995,"Indonesia sedang install SOLIDWORKS, tapi masi komputer Pentium 2😭😭😭<br>Gw lagi di Jepang bg, memang beda banget negara kita sama negara maju😭😭",2024-10-13T06:50:31Z
@Anonim-s5u,"Aku di Bekasi saja miris bang nyari karyawan, kutanyain 9 - 0.4 ga bisa jawab, udah 8 kandidat fresh graduate ga ada yg bisa jawab pertanyaan matematika segitu",2024-10-13T06:48:37Z
@BahagiaSelalu-j8f,"1. Catat responsibility pendidikan di lingkungan keluarga, 2, fasilitas ,3 kesejahtraan",2024-10-13T06:48:34Z
@apri_Igzza,"Lo ngomongin masalah pendidikan, tapi lo sambil merokok.. Menurut gw itu ga etis",2024-10-13T06:44:04Z
@rezapanjipradhana8252,"MERINDING DENGAN ANAK ANAK SMA YANG GAK BISA BACA, YANG GAK TAU NEGARA, GAK LUCU PADAHAL",2024-10-13T06:36:53Z
@adihusain9867,Karena tujuannya kebodohan dipiara untuk dipanen tiap 5 tahun,2024-10-13T06:34:41Z
@NoBody-kn2yv,"Presiden terburuk indonesia, soeharto aja mingkem",2024-10-13T06:31:04Z
@Manggo-q4s,"saya anak sma kelas 1 di kabupaten, kalo dari pengamatan saya, juga cerita guru saya emang teman2 seangkatan saya banyak yang males belajar/ogah2 an padahal sma yang jadi tempat saya belajar itu dulu kompetitif banget, cuma anak2 rajin yang keterima disitu. Tapi sekarang dikitt banget anak yang rajin, jujur saya masuk sma nya pengen belajar bareng orang2 rajin, tapi malah dikit yang rajin. Terus yang rajin sekarang gabisa satu kelompok gara-gara P5😊dan terpaksa yang rajin menggendong yang gak rajin.",2024-10-13T06:30:55Z
@lamirexia9892,Jangan lupa Behren juga tidak bisa<br><br>90+6=99,2024-10-13T06:30:26Z
@LLLLlll__0000,"Matematika baru disebut matematika kalo udah masuk aljabar, bhs udah masuk bhs kalo udah masuk TOEFl, sains udah masuk sains kalo udah bisa Fisika dan kimia, biologi udah disebut biologi kalo udah masuk anatomi, seni rupa udah masuk seni rupa kalo udah mampu bikin lukisan sendiri. Kalo belom bisa itu semua berarti loe sekolah cuman dateng doang. Otaknya berarti masih otak bocah SD. Jangan dites pengetahuan umum, pengetahuan umum itu hafalan sekedar tahu. Kalo hari gini masih dites perkalian walaupun salah, berasa penghinaan buat gw atas semua yg gw laluin pas sekolah jing",2024-10-13T06:30:00Z
@TheHoliend,Ayo sama2 kita bersuara dan diiringi dengan membuat rumah kita menjadi tempat belajar keluarga kita,2024-10-13T06:27:54Z
@avyk1272,"Saya kelahiran 94 merasakan kalau selama saya sekolah menurut saya baik-baik saja, belajarnya tertata materinya dari dasar sampai kompleks seiring naiknya jenjang pendidikan, UN dan US penentu kelulusan juga jd semangat kami utk serius belajar pengetahuan supaya bisa melanjutkan pendidikan ke jenjang selanjutnya. Singkat cerita, seinget saya dulu saya merasa mulai aneh dg pendidikan di negara kita saat saya SMP lihat materi adek sepupu di SD kok materinya sama kayak yg baru saya pelajari di SMP. Saya tambah kaget dan terheran² saat kuliah keguruan lihat kurikulum waktu itu kurikulum 2013 materi untuk anak SD lingkupnya udh kayak materi SMP SMA yg kupelajari dulu. Saya baru sadar kenapa bobot materi anak SD materinya udh banyak banget terlebih buku siswa kurikulum 2013 itu mohon maaf menurut saya tidak sebaik buku BSE. Saya sempat baca buku pendidikan sains dan mtk dasar terbitan luar negeri berbahasa inggris di perpustakaan kampus yg mengajarkan materi dasar ttg lingkungan tidak sekompleks materi yg ada di kurikulum kita utk anak SD tahun itu.  Makin ke sini makin kesana aja keheranan saya karena setelah jadi guru, saya tambah heran krn sejak UN dihapuskan dan sekolah harus melaksanakan kebijakan² baru yg katanya supaya siswa tidak stress, justru bikin guru stress karena tuntutan kurikulum yg harus ABC. Kebayang ga sih, anak² jd ga serius belajar krn udh yakin bakal lulus dan bisa kok masuk sekolah yg terkenal favorite sejak dulu hanya karena zonasi rumahnya deket sekolah itu. Ditambah lagi stressnya saya sebagai guru saat saya masuk sekolah inklusi negeri yg ditunjuk dinas tapi kami tidak diberi bantuan asisten guru di kelas utk membantu menangani Anak Berkebutuhan Khusus seperti idealnya yg saya pelajari saat di keguruan, kami dituntut belajar lagi ke ranah bidang Guru Pendidikan Luar Biasa dikarenakan kebijakan pemerintah kita yg mengatakan semua sekolah inklusi. Di sini saya sadar, dampak politik dan siapa yg berkuasa di atas itu bisa sampai ke akar terbawah. Jadi, tolong dampingi dan bantu kami buruh di bawah naungan instansi pemerintah utk bisa menjalankan kebijakan yg dibuat dg bijak dan sesuai riset nyata disesuaikan keadaan negara kita. Bukan hanya asal ikut trend, terutama dalam pendidikan 🙏",2024-10-13T06:26:35Z
@Steriusster,"di SD siswa dikasih waktu 6 tahun buat mempersiapkan UN. Saat SMP 3 tahun dan SMA 3 tahun untuk mempersiapkan diri mereka.<br><br>Saat gw masih sekolah, UN itu memang cukup menakutkan, tapi kita dikasih waktu loh buat mempersiapkan diri.",2024-10-13T06:22:07Z
@aldebarans.k5527,Tugas pemimpin cuman 2 <br>1. Mencerdaskan anak bangsa<br>2. Mensejahterakan masyarakat,2024-10-13T06:18:43Z
@lifianrido4267,Kenapa manusia seperti ini subscribernya cuma satu juta ya?<br>Dari openingnya aja ini mas very lebih cocok jadi mentri pendidikan<br>Saya yakin itu mentri pendidikan sekarang beserta teamnya ndak mungkin  kepikiran nge check di lapangan seperti mas very ini.<br>tapi apa daya saya cuma bisa bantunshare like ama subscribe bang.,2024-10-13T06:18:39Z
@ellysetyorini2337,"Sebenarnya pa muhajir tahu lah akan hal ini,,,kan pa muhajir pernah ngajar di malang yg notabene Kota terbesar ke2 di jatim aja amburadul Apalagi yang di daerah 3T,,,konsep yg di paksakan sejak awal tp anehnya menteri berikutnya nadim makarim kok di lanjutkan kan g##<a href=""http://www.youtube.com/results?search_query=%23lk"">#lk</a>,saya warga malang sangat ngerti banget yg di jelaskan sama @feri ,,,,t.q penjelasannya clear banget",2024-10-13T06:17:39Z
@acecreamz2z340,emang lucu harusnya adopsi sistem pendidikan china/korea/jepang yang emang ketat.,2024-10-13T06:06:01Z
@TheCherryberry22,"Ngimpi kurikulum setara finlandia tapi anggaran zimbambwe, guru dan fasilitas ga setara, guru dibebani administrasi yg ga perlu, fasilitas jelek lempar lemparan tanggung jawab antara pemda dan pempus, dll. Bikin media pembelajaran bagus pun kalau gurunya sudah lelah krn dibebani administrasi dan kerja tambahan krn dari netijen yg terhormat (dan yg otaknya agak bermasalah) guru harusnya mengabdi jd mau gajinya pas pasan klo nuntut gaji naik tuh matre. <br>Belum tiap 2 tahun sekali kurikulum ganti. Guru harus belajar lg kurikulum, bikin rpp lagi yg sesuai. Yg bikin aturan, ga mikir pake otak ya. Kurikulum yg skrng jg menuntut sekolah punya resources, ini bahkan atk aja harus guru yg modal sendiri.<br>Jujur saya bkn guru tp saya aja tau tp knp mendikbud kaya ga ngerti ya. <br>Belum lg klo nanti guru dibebankan program maksi gratis, udah lah mampus aja lama-lama.",2024-10-13T06:04:06Z
@soulds4446,Kalo bisa sekolahin anak di swasta aja biar kecerdasannya lebih baik dari ****i,2024-10-13T06:03:53Z
@kelompok4624,Nadiem nadiem,2024-10-13T06:02:15Z
@huzaini7,emang kurikulum paling bener tuh KTSP,2024-10-13T06:00:12Z
@tatadz3571,"Gw ada satu cewek kelas 3 sma gk bisa penjumlahan. Gw tes rumus keliling persegi alasannya gk tau rumusnya, gw kasih tau rumusnya tinggal ngitung juga gk bisa",2024-10-13T06:00:00Z
@huzaini7,kocak emang nadiem makarim nih😂😂,2024-10-13T05:58:27Z
@griyakreasiredsi,"Mestinya dr TK sampai SMA, minimal SMP lah, pelajar diberikan pengetahuan, wawasan, literasi yg kuat. Baru nanti saat di perguruan tinggi mereka diminta utk menganalisa, mengembangkan solusi. <br>Anak SMP sekarang disuruh kerja kelompok menganalisa permasalahan, yg pengetahuan/wawasan dasarnya mereka blm ketahui dan mereka dapatkan itu dr luar sekolah...",2024-10-13T05:58:13Z
@daniswara1164,"Selain literasi, gw pernah baca buku pelajaran numerasi anak SD. Bagus sih, lebih mengajari anak2 bagaimana mengaplikasikan matematika. Tapi bukan begitu caranya ngajarin matematika. Harusnya diajari berhitung dulu, kalau udah bisa, baru ada pelajaran tersendiri yg namanya numerasi",2024-10-13T05:55:28Z
@hartantidina,Indonesia ini combo<br><br>Sistem pendidikannya kacau<br>Secara mikro sistem pendidikan keluarga nya juga kacau,2024-10-13T05:54:19Z
@maaidatussalwa8034,Tolong bahas pendidikan inklusi om🙏,2024-10-13T05:54:17Z
@mamm1473,doakan semoga pak prabowo terbuka hatinya untuk memperbaiki semuanya secara tulus,2024-10-13T05:53:44Z
@sketchmusiclyrics9878,Saya Operator Sekolah Murid yang berkelbihan khusus saja di lulus kan padahal belum bisa membaca dan menulis terpaku karena kurikulum merdeka.,2024-10-13T05:49:05Z
@royanm559,ZONASI sucks,2024-10-13T05:47:21Z
@sulemanlahuo9392,entahlah...!!!!,2024-10-13T05:47:10Z
@ArminasZJ,"Pak Yusuf Kalla, salah satu orang yang berjasa banget menurutku. Beliau punya sekolah di sulawesi selatan, namanya Sekolah Islam Athirah, sekolah yang bagus banget, bagus bukan karena fasilitasnya, tapi tujuan dari pak Yusuf Kalla mendirikan sekolah tersebut. Gw juga ga setuju banget sama yang namanya penghapusan UN, semua anak harus naik kelas krn ga boleh ada anak yang tinggal kelas. Saya seorang guru SD dan di sekolah saya sebelumnya, bahkan ada anak kelas 5 yang belum bisa membaca, akhirnya apa? dia tetap naik kelas 6, dia tetap lulus SD, anak ini ga &#39;lambat belajar&#39; yah dia anak normal pada umumnya yah hanya saja dia malas dan jarang belajar dirumah, sangat sulit jika kami guru diberikan tanggung jawab full untuk mendidik anak, sedangkan orang tua dirumah lepas tangan dengan proses perkembangan anak mereka. Zonasi ini juga susah, adik saya mau masuk ke sekolah yang bagus, punya lab kimia dll saat SMA (Karena dia suka mata pelajaran biologi dan kimia), tp ga bisa masuk krn sistem zonasi ini. Menyebalkan. Saya sangat setuju dengan apa yang disampaikan di video ini.",2024-10-13T05:46:21Z
@ANILDAF07,duh transisi gmn bng.<br>wapres kita lebih notice konten meme &amp; shitpost ketimbang bginian,2024-10-13T05:44:29Z
@marupalette,Waktu sekolah banyak jam kosong dan tugas. Waktu kuliah dosen ngajar dikit lalu suruh mahasiswa presentasi. <br><br>Kadang kasian juga lihat guru dan dosen terikat dengan sistem. <br><br>Aku yang dah jadi orang tua jadi harus hati-hati banget pilih sekolah untuk anak. Apalagi dana terbatas.,2024-10-13T05:43:57Z
@royanm559,pebisnis disuruh jadi menteri,2024-10-13T05:42:52Z
@santriturungunung2384,"Yang dibikin dibuk oleh nadim adalah guru, mereka disibukkan dengan administrasi yg tidak masuk2 akal, sampai tidak fokus pada pengetahuan siswa",2024-10-13T05:41:40Z
