"Link Youtube","Judul","Nama Channel","Link Channel","View","Waktu","Verifikasi 3"
"https://www.youtube.com/shorts/cITXsvR3WBc","Takut Sepi, Jokowi Boyong Artis dan Influencer Bikin Ramai IKN","SripokuTV","https://www.youtube.com/@SripokuTV","7.9K views","2 days ago",""
"https://www.youtube.com/watch?v=eWrzW2Jqc4Q&pp=ygUDaWtu","Motoran Jajal Jalan Tol IKN, Jokowi: Lancar dan Mulus","Kompas.com","https://www.youtube.com/@kompascom","1.5K views","2 days ago","Verified"
"https://www.youtube.com/shorts/NYFpK1Nyzuo","Jokowi Lagi Pamer Ikn Kepada Artis-artis Dan Youtuber #ikn","BERITA ISTANA","https://www.youtube.com/@BERITAISTANA1","1.6K views","2 days ago",""
"https://www.youtube.com/watch?v=b9Ke7HakCj4&pp=ygUDaWtu","Perdana Berkantor di IKN, Simak Agenda Presiden Jokowi Hari Ini","KOMPASTV","https://www.youtube.com/@kompastv","71K views","2 days ago","Verified"
"https://www.youtube.com/shorts/Zl8FBx0dqC8","IKN Saat ini Jadi Omongan Dunia😍, ikut bangga bukan ikut nyinyir😁","KevynLeyn_Art's","https://www.youtube.com/@KevynLeyn","28K views","2 days ago",""
"https://www.youtube.com/watch?v=lGDA8FUIBaw&pp=ygUDaWtu","Momen Presiden Jokowi dan Ibu Negara Makan Malam Bersama Influencer di IKN","Warta Kota Production","https://www.youtube.com/@WARTAKOTAPRODUCTION","12K views","2 days ago","Verified"
"https://www.youtube.com/shorts/Q0CndseK35Y","Pengakuan Jokowi Tidak Nyenyak Tidur DI IKN","BERITA ISTANA","https://www.youtube.com/@BERITAISTANA1","3.4K views","2 days ago",""
"https://www.youtube.com/watch?v=VSuRBAVksLs&pp=ygUDaWtu","Presiden Jokowi Resmi Berkantor di IKN - iNews Today 29/07","Official iNews","https://www.youtube.com/@OfficialiNews","2.6K views","2 days ago","Verified"
"https://www.youtube.com/shorts/F1Or_8vcAeE","Jajal Tol di IKN, Jokowi Motoran Bareng Artis dan Influencer","Okezone","https://www.youtube.com/@officialokezone","11K views","2 days ago",""
"https://www.youtube.com/shorts/AMd8JLj5T_M","Momen Jokowi Riding Bareng Artis dan Influencer saat Resmikan Jembatan Balang di IKN","SINDOnews","https://www.youtube.com/@OfficialSINDOnews","3.3K views","2 days ago",""
"https://www.youtube.com/shorts/EbrBprtf-wQ","Raffi Ahmad Diundang Jokowi ke IKN","Mau Tau Aja","https://www.youtube.com/@mautauaja.y","16K views","2 days ago",""
"https://www.youtube.com/watch?v=VRqNhmARl0s&pp=ygUDaWtu","Jajal Motoran di Jembatan Pulau Balang IKN, Jokowi: Pak Basuki Ajak Ngebut","Kompas.com","https://www.youtube.com/@kompascom","42K views","2 days ago","Verified"
"https://www.youtube.com/shorts/MEdeQTEskkE","Gaya Jokowi Motoran Bareng Influencer di Jalan Tol IKN, Kepala Negara Geber Motor Chopper Bober","Tribunnews","https://www.youtube.com/@tribunnews","2.1K views","2 days ago","Verified"
"https://www.youtube.com/shorts/rUUlL9SU1BQ","Ajak Sejumlah Selebriti Tanah Air, Presiden Jokowi Mulai Berkantor di IKN","CNN Indonesia","https://www.youtube.com/@CNNindonesiaOfficial","3.4K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=sSFZne0EQfk&pp=ygUDaWtu","Momen Hari Pertama Jokowi Kerja di IKN, Semalam Ngaku Tak Bisa Tidur Nyenyak","MerdekaDotCom","https://www.youtube.com/@merdekadotcom","8.7K views","2 days ago","Verified"
"https://www.youtube.com/shorts/DBRhwOMuBDw","Jokowi Ajak Artis hingga Influencer Tanah Air Motoran di Tol IKN, Ada Raffi Ahmad Sampai Atta","TribunJakarta Official","https://www.youtube.com/@tribunjakarta","2K views","2 days ago",""
"https://www.youtube.com/shorts/AWBPw8sasXI","ketika raffi irwansyah gading Atta kaget dengan IKN","BERITA ISTANA","https://www.youtube.com/@BERITAISTANA1","9.2K views","2 days ago",""
"https://www.youtube.com/shorts/en6bxNkylR8","Jokowi Konvoi Motor ke IKN Bareng Artis2 #indonesia #breakingnews #jokowidodo #president #ikn","TV Andi","https://www.youtube.com/@tvandi","8.2K views","2 days ago",""
"https://www.youtube.com/watch?v=Rns6uEdCa8Q&pp=ygUDaWtu","TUKANG NYINYIR IKN KANDAS, LIHAT JOKOWI GEBER MOTOR DI TOL ! TEKNOLOGI BARU SAMBUT HUT RI KE 79","PERSPEKTIF","https://www.youtube.com/@perspektifspace","69K views","2 days ago","Verified"
"https://www.youtube.com/shorts/cITXsvR3WBc","Takut Sepi, Jokowi Boyong Artis dan Influencer Bikin Ramai IKN","SripokuTV","https://www.youtube.com/@SripokuTV","7.9K views","2 days ago",""
"https://www.youtube.com/watch?v=eWrzW2Jqc4Q&pp=ygUDaWtu","Motoran Jajal Jalan Tol IKN, Jokowi: Lancar dan Mulus","Kompas.com","https://www.youtube.com/@kompascom","1.5K views","2 days ago","Verified"
"https://www.youtube.com/shorts/NYFpK1Nyzuo","Jokowi Lagi Pamer Ikn Kepada Artis-artis Dan Youtuber #ikn","BERITA ISTANA","https://www.youtube.com/@BERITAISTANA1","1.6K views","2 days ago",""
"https://www.youtube.com/watch?v=b9Ke7HakCj4&pp=ygUDaWtu","Perdana Berkantor di IKN, Simak Agenda Presiden Jokowi Hari Ini","KOMPASTV","https://www.youtube.com/@kompastv","71K views","2 days ago","Verified"
"https://www.youtube.com/shorts/Zl8FBx0dqC8","IKN Saat ini Jadi Omongan Dunia😍, ikut bangga bukan ikut nyinyir😁","KevynLeyn_Art's","https://www.youtube.com/@KevynLeyn","28K views","2 days ago",""
"https://www.youtube.com/watch?v=lGDA8FUIBaw&pp=ygUDaWtu","Momen Presiden Jokowi dan Ibu Negara Makan Malam Bersama Influencer di IKN","Warta Kota Production","https://www.youtube.com/@WARTAKOTAPRODUCTION","12K views","2 days ago","Verified"
"https://www.youtube.com/shorts/Q0CndseK35Y","Pengakuan Jokowi Tidak Nyenyak Tidur DI IKN","BERITA ISTANA","https://www.youtube.com/@BERITAISTANA1","3.4K views","2 days ago",""
"https://www.youtube.com/watch?v=VSuRBAVksLs&pp=ygUDaWtu","Presiden Jokowi Resmi Berkantor di IKN - iNews Today 29/07","Official iNews","https://www.youtube.com/@OfficialiNews","2.6K views","2 days ago","Verified"
"https://www.youtube.com/shorts/F1Or_8vcAeE","Jajal Tol di IKN, Jokowi Motoran Bareng Artis dan Influencer","Okezone","https://www.youtube.com/@officialokezone","11K views","2 days ago",""
"https://www.youtube.com/shorts/AMd8JLj5T_M","Momen Jokowi Riding Bareng Artis dan Influencer saat Resmikan Jembatan Balang di IKN","SINDOnews","https://www.youtube.com/@OfficialSINDOnews","3.3K views","2 days ago",""
"https://www.youtube.com/shorts/pkRUkVEb2ak","Momen Jokowi Ajak Artis dan Influencer Motoran Bareng di Tol IKN","Official iNews","https://www.youtube.com/@OfficialiNews","8.4K views","2 days ago","Verified"
"https://www.youtube.com/shorts/oTCtrWkYhyY","SOAL INVESTASI ASING KE IKN, JOKOWI MASIH TUNGGU REGULASI","medcom id","https://www.youtube.com/@medcomid","8.1K views","2 days ago",""
"https://www.youtube.com/watch?v=6S08wKph_WA&pp=ygUDaWtu","Ditanya soal Tidurnya di Kantor Presiden IKN Pertama Kali, Jokowi: Nggak Nyenyak","KOMPASTV","https://www.youtube.com/@kompastv","15K views","2 days ago","Verified"
"https://www.youtube.com/shorts/FrlwhWrb0sA","Jokowi Mulai Ngantor di IKN, Ceritakan Pengalaman Perdana Nginap di Kantor Presiden #shorts","KompasTV Pontianak","https://www.youtube.com/@KompasTVPontianak","59K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=_t5OvKOW1IU&pp=ygUDaWtu","MOMEN PRESIDEN JOKOWI NGAJAK TOUR DI KANTOR KEPRESIDENAN IKN","medcom id","https://www.youtube.com/@medcomid","31K views","2 days ago",""
"https://www.youtube.com/watch?v=kODhFJzv2Go&pp=ygUDaWtu","Jokowi Mulai Ngantor di IKN, Ceritakan Pengalaman Perdana Nginap di Kantor Presiden","KompasTV Pontianak","https://www.youtube.com/@KompasTVPontianak","66K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=O9meoJnab8I&pp=ygUDaWtu","Hari Pertama Kerja, Jokowi Ajak Wartawan Keliling Kantor Presiden di IKN","SINDOnews","https://www.youtube.com/@OfficialSINDOnews","16K views","2 days ago",""
"https://www.youtube.com/shorts/-J10SgrVqEM","Artis ibu kota di undang ke IKN bareng presiden RI‼️","Kapten Meki","https://www.youtube.com/@KaptenMeki","13K views","2 days ago",""
"https://www.youtube.com/watch?v=QGJBmWtFIf8&pp=ygUDaWtu","Mulai Hari Ini Presiden Akan Berkantor di IKN Selama Tiga Hari | AKIP tvOne","tvOneNews","https://www.youtube.com/@tvOneNews","18K views","2 days ago",""
"https://www.youtube.com/watch?v=weQETkclLdk&pp=ygUDaWtu","IKN TERKINI! JAJAL TOL IKN 3 SEKSI 5A 3B 3A - P.BALANG - STA 15 IBU KOTA NUSANTARA  29 Juli 2024","Mbah Min Bpn 🇮🇩","https://www.youtube.com/@iknkaltim","31K views","2 days ago",""
"https://www.youtube.com/shorts/sQF8WDtWiCs","🔴MOMENT PRESIDEN JOKOWI RESMIKAN JEMBATAN PULAU BALANG #ikn #indonesiamaju #shorts","IndonesiaPedia","https://www.youtube.com/@IndonesiaPedia346","2.1K views","2 days ago",""
"https://www.youtube.com/shorts/BYCBijpmKnc","Keliling IKN, Jokowi Geber Motor Chopper Bober","Kompascom Reporter on Location","https://www.youtube.com/@kompascomreport","1.4K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=cywJ0lNahSY&pp=ygUDaWtu","Momen Jokowi Motoran dengan Influencer di Jalan Tol IKN","Bisniscom","https://www.youtube.com/@BisnisTV","4.7K views","2 days ago","Verified"
"https://www.youtube.com/shorts/HeEp1qSVYgw","Presiden RI Joko Widodo Mengajak Sejumlah Selebritas Untuk Bermotor Di Tol (IKN)","Tribunnewsmaker Official","https://www.youtube.com/@tribunnewsmaker","13K views","2 days ago",""
"https://www.youtube.com/watch?v=JV-uXq7gAfU&pp=ygUDaWtu","Akses Jalan Sudah Terbangun, Minat Investasi Ke IKN Meningkat? -   [Selamat Pagi Indonesia]","METRO TV","https://www.youtube.com/@metrotvnews","5.8K views","2 days ago","Verified"
"https://www.youtube.com/shorts/lr1zjNv8bGU","Keliling IKN, Jokowi Geber Motor Chopper Bober","Kompas.com","https://www.youtube.com/@kompascom","46K views","2 days ago","Verified"
"https://www.youtube.com/shorts/s92zozWT29Y","amin rais langsung bungkam lihat ini#aminrais#IKN. #pembangunanIKN","raja koplak","https://www.youtube.com/@Koplak_berita","261 views","2 days ago",""
"https://www.youtube.com/watch?v=TYaOxR-Uj0Y&pp=ygUDaWtu","Keterangan Pers Presiden Jokowi Saat Ajak Media Tinjau Kawasan Istana, IKN, 29 Juli 2024","Sekretariat Presiden","https://www.youtube.com/@SekretariatPresiden","126K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=t3VQML78gDs&pp=ygUDaWtu","NGABALIN BUKAN INTELEKTUAL !! SIASAT JOKOWI ANGKUT ARTIS KE IKN DIBELA DENGAN UCAPAN TAK NYAMBUNG..","Saeful Zaman","https://www.youtube.com/@SaefulZaman","22K views","Streamed 2 days ago","Verified"
"https://www.youtube.com/shorts/nYAxFqf-vZw","Ini Alasan Presiden Jokowi Pilih Naik Sepeda Motor Jajal Jalan Tol IKN #jokowi #jokowidodo","voidotid","https://www.youtube.com/@voidotid","980 views","2 days ago",""
"https://www.youtube.com/shorts/oTCtrWkYhyY","SOAL INVESTASI ASING KE IKN, JOKOWI MASIH TUNGGU REGULASI","medcom id","https://www.youtube.com/@medcomid","8.1K views","2 days ago",""
"https://www.youtube.com/watch?v=6S08wKph_WA&pp=ygUDaWtu","Ditanya soal Tidurnya di Kantor Presiden IKN Pertama Kali, Jokowi: Nggak Nyenyak","KOMPASTV","https://www.youtube.com/@kompastv","15K views","2 days ago","Verified"
"https://www.youtube.com/shorts/FrlwhWrb0sA","Jokowi Mulai Ngantor di IKN, Ceritakan Pengalaman Perdana Nginap di Kantor Presiden #shorts","KompasTV Pontianak","https://www.youtube.com/@KompasTVPontianak","59K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=_t5OvKOW1IU&pp=ygUDaWtu","MOMEN PRESIDEN JOKOWI NGAJAK TOUR DI KANTOR KEPRESIDENAN IKN","medcom id","https://www.youtube.com/@medcomid","31K views","2 days ago",""
"https://www.youtube.com/watch?v=kODhFJzv2Go&pp=ygUDaWtu","Jokowi Mulai Ngantor di IKN, Ceritakan Pengalaman Perdana Nginap di Kantor Presiden","KompasTV Pontianak","https://www.youtube.com/@KompasTVPontianak","66K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=O9meoJnab8I&pp=ygUDaWtu","Hari Pertama Kerja, Jokowi Ajak Wartawan Keliling Kantor Presiden di IKN","SINDOnews","https://www.youtube.com/@OfficialSINDOnews","16K views","2 days ago",""
"https://www.youtube.com/shorts/-J10SgrVqEM","Artis ibu kota di undang ke IKN bareng presiden RI‼️","Kapten Meki","https://www.youtube.com/@KaptenMeki","13K views","2 days ago",""
"https://www.youtube.com/watch?v=QGJBmWtFIf8&pp=ygUDaWtu","Mulai Hari Ini Presiden Akan Berkantor di IKN Selama Tiga Hari | AKIP tvOne","tvOneNews","https://www.youtube.com/@tvOneNews","18K views","2 days ago",""
"https://www.youtube.com/watch?v=weQETkclLdk&pp=ygUDaWtu","IKN TERKINI! JAJAL TOL IKN 3 SEKSI 5A 3B 3A - P.BALANG - STA 15 IBU KOTA NUSANTARA  29 Juli 2024","Mbah Min Bpn 🇮🇩","https://www.youtube.com/@iknkaltim","31K views","2 days ago",""
"https://www.youtube.com/shorts/sQF8WDtWiCs","🔴MOMENT PRESIDEN JOKOWI RESMIKAN JEMBATAN PULAU BALANG #ikn #indonesiamaju #shorts","IndonesiaPedia","https://www.youtube.com/@IndonesiaPedia346","2.1K views","2 days ago",""
"https://www.youtube.com/shorts/BYCBijpmKnc","Keliling IKN, Jokowi Geber Motor Chopper Bober","Kompascom Reporter on Location","https://www.youtube.com/@kompascomreport","1.4K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=cywJ0lNahSY&pp=ygUDaWtu","Momen Jokowi Motoran dengan Influencer di Jalan Tol IKN","Bisniscom","https://www.youtube.com/@BisnisTV","4.7K views","2 days ago","Verified"
"https://www.youtube.com/shorts/HeEp1qSVYgw","Presiden RI Joko Widodo Mengajak Sejumlah Selebritas Untuk Bermotor Di Tol (IKN)","Tribunnewsmaker Official","https://www.youtube.com/@tribunnewsmaker","13K views","2 days ago",""
"https://www.youtube.com/watch?v=JV-uXq7gAfU&pp=ygUDaWtu","Akses Jalan Sudah Terbangun, Minat Investasi Ke IKN Meningkat? -   [Selamat Pagi Indonesia]","METRO TV","https://www.youtube.com/@metrotvnews","5.8K views","2 days ago","Verified"
"https://www.youtube.com/shorts/lr1zjNv8bGU","Keliling IKN, Jokowi Geber Motor Chopper Bober","Kompas.com","https://www.youtube.com/@kompascom","46K views","2 days ago","Verified"
"https://www.youtube.com/shorts/s92zozWT29Y","amin rais langsung bungkam lihat ini#aminrais#IKN. #pembangunanIKN","raja koplak","https://www.youtube.com/@Koplak_berita","261 views","2 days ago",""
"https://www.youtube.com/watch?v=TYaOxR-Uj0Y&pp=ygUDaWtu","Keterangan Pers Presiden Jokowi Saat Ajak Media Tinjau Kawasan Istana, IKN, 29 Juli 2024","Sekretariat Presiden","https://www.youtube.com/@SekretariatPresiden","126K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=t3VQML78gDs&pp=ygUDaWtu","NGABALIN BUKAN INTELEKTUAL !! SIASAT JOKOWI ANGKUT ARTIS KE IKN DIBELA DENGAN UCAPAN TAK NYAMBUNG..","Saeful Zaman","https://www.youtube.com/@SaefulZaman","22K views","Streamed 2 days ago","Verified"
"https://www.youtube.com/shorts/nYAxFqf-vZw","Ini Alasan Presiden Jokowi Pilih Naik Sepeda Motor Jajal Jalan Tol IKN #jokowi #jokowidodo","voidotid","https://www.youtube.com/@voidotid","980 views","2 days ago",""
"https://www.youtube.com/shorts/05KA2RWW5Ws","Atta dan Aurel Terkesan #beritaterkini #jokowi #ikn #attahalilintar #aurelhermansyah","ASC NEWS NETWORK","https://www.youtube.com/@ascnewsnetwork9175","1.9K views","2 days ago",""
"https://www.youtube.com/shorts/yBoI6_Ril8c","Jokowi ajak Artis Motoran di IKN @TribunnewsSurya #shorts #beritaterkini #jokowi #ikn","Toys and cars","https://www.youtube.com/@toysandcarsofficial","8.5K views","2 days ago",""
"https://www.youtube.com/watch?v=YyVd2BgvblM&pp=ygUDaWtu","Ajak Sejumlah Selebriti Tanah Air, Presiden Jokowi Mulai Berkantor di IKN","CNN Indonesia","https://www.youtube.com/@CNNindonesiaOfficial","29K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=pSxFm3tH11M&pp=ygUDaWtu","Perdana, Presiden Berkantor Di IKN - [Selamat Pagi Indonesia]","METRO TV","https://www.youtube.com/@metrotvnews","104K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=rBd6LxDe1TI&pp=ygUDaWtu","Kegiatan Presiden Jokowi Hari Ini di IKN | Kabar Pagi tvOne","tvOneNews","https://www.youtube.com/@tvOneNews","13K views","2 days ago",""
"https://www.youtube.com/watch?v=ocpGqKsN5eA&pp=ygUDaWtu","IKN Terkini! Suasana Istana Presiden di IKN Pada Malam Hari - [ Metro Pagi Primetime ]","METRO TV","https://www.youtube.com/@metrotvnews","30K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=BaMELtKgE1c&pp=ygUDaWtu","Agenda Presiden Jokowi Hari Ini Perdana Ngantor di IKN Nusantara, Bakal Terima Sejumlah Tamu","Tribun Kaltim Official","https://www.youtube.com/@tribunkaltimofficial","31K views","2 days ago","Verified"
"https://www.youtube.com/shorts/-m5WyLHhKzc","Atta Salah Gandeng Pasangannya. #selebriti #ikn","CJW","https://www.youtube.com/@Papitian","13K views","2 days ago",""
"https://www.youtube.com/shorts/9BQ25-zRz9Q","MOMEN ATTA HALILINTAR SALAH GANDENG PASANGAN SAAT TIBA DI IKAN #shorts #ikn","ProMilenial","https://www.youtube.com/@promilenialentertainment","17K views","2 days ago",""
"https://www.youtube.com/shorts/mOvWYp6NbE0","Jokowi Nginap di IKN #jokowi #presidenjokowi #iknnusantara #ikn","Investigasi Indonesia","https://www.youtube.com/@investigasiindonesia","2.1K views","2 days ago",""
"https://www.youtube.com/shorts/iJjNR76BP9w","Penampakan IKN, Mewah!!! #ikn #jokowi #indonesia #shorts","PAK KOBOY","https://www.youtube.com/@pakkoboy","10K views","2 days ago",""
"https://www.youtube.com/watch?v=V49tFrGzI5Q&pp=ygUDaWtu","Presiden Jokowi Mulai Berkantor di IKN - LIP 29/07","Lintas iNews","https://www.youtube.com/@LintasiNews","27K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=v5T1U879HG4&pp=ygUDaWtu","Ajak Raffi Ahmad Cs Naik Motor di IKN, Jokowi Resmikan Jembatan Pulau Balang - iNews Pagi 29/07","Official iNews","https://www.youtube.com/@OfficialiNews","1.3K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=Znml2UjhQMI&pp=ygUDaWtu","Efek IKN Sampai ke Provinsi Seberang, Buka Jalur Laut Demi Kemajuan Bersama!","INFO PAGI","https://www.youtube.com/@info_pagi","14K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=UKQeeRUtlgM&pp=ygUDaWtu","Perdana! Hari Pertama Ngantor di IKN, Presiden Jokowi Ngapain Aja? Yuk Intip Agendanya...","Kompas.com","https://www.youtube.com/@kompascom","52K views","2 days ago","Verified"
"https://www.youtube.com/shorts/d5hLVp0ZtlY","Naik Motor, Presiden Jokowi Ajak Influencer Tinjau Progres IKN","Tribun Banyumas","https://www.youtube.com/@tribunbanyumas","1K views","2 days ago",""
"https://www.youtube.com/shorts/05LvKaTJBy0","Gaya Kern Jokowi, Motoran Bareng artis, susuri Tol IKN","KevynLeyn_Art's","https://www.youtube.com/@KevynLeyn","27K views","2 days ago",""
"https://www.youtube.com/shorts/prwSrPrxFxk","Viral G Sih? kantor ikn telah selesai #jokowi #jokowidodo #garuda #pancasila #ytshorts","Viral G sih","https://www.youtube.com/@ViralGSih","10K views","2 days ago",""
"https://www.youtube.com/watch?v=zOxuGw2oqpA&pp=ygUDaWtu","Malamnya di IKN, Raffi GIGI Melongo, JOKOWI Jd Guide Jelasin Ke Para Artis dan Makan Malam di Hutan","berita surakarta","https://www.youtube.com/@beritasurakarta","535K views","2 days ago","Verified"
"https://www.youtube.com/shorts/mVqTgwtTJks","TOURING JOKOWI DI TOL IKN SAMBUT HARI KEMERDEKAAN #u19 #ikn #iknnusantara #agustusan #jokowi","Majid kgn K2","https://www.youtube.com/@Majidkgnk2","13K views","2 days ago",""
"https://www.youtube.com/shorts/yBoI6_Ril8c","Jokowi ajak Artis Motoran di IKN @TribunnewsSurya #shorts #beritaterkini #jokowi #ikn","Toys and cars","https://www.youtube.com/@toysandcarsofficial","8.5K views","2 days ago",""
"https://www.youtube.com/watch?v=YyVd2BgvblM&pp=ygUDaWtu","Ajak Sejumlah Selebriti Tanah Air, Presiden Jokowi Mulai Berkantor di IKN","CNN Indonesia","https://www.youtube.com/@CNNindonesiaOfficial","29K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=pSxFm3tH11M&pp=ygUDaWtu","Perdana, Presiden Berkantor Di IKN - [Selamat Pagi Indonesia]","METRO TV","https://www.youtube.com/@metrotvnews","104K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=rBd6LxDe1TI&pp=ygUDaWtu","Kegiatan Presiden Jokowi Hari Ini di IKN | Kabar Pagi tvOne","tvOneNews","https://www.youtube.com/@tvOneNews","13K views","2 days ago",""
"https://www.youtube.com/watch?v=ocpGqKsN5eA&pp=ygUDaWtu","IKN Terkini! Suasana Istana Presiden di IKN Pada Malam Hari - [ Metro Pagi Primetime ]","METRO TV","https://www.youtube.com/@metrotvnews","30K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=BaMELtKgE1c&pp=ygUDaWtu","Agenda Presiden Jokowi Hari Ini Perdana Ngantor di IKN Nusantara, Bakal Terima Sejumlah Tamu","Tribun Kaltim Official","https://www.youtube.com/@tribunkaltimofficial","31K views","2 days ago","Verified"
"https://www.youtube.com/shorts/-m5WyLHhKzc","Atta Salah Gandeng Pasangannya. #selebriti #ikn","CJW","https://www.youtube.com/@Papitian","13K views","2 days ago",""
"https://www.youtube.com/shorts/9BQ25-zRz9Q","MOMEN ATTA HALILINTAR SALAH GANDENG PASANGAN SAAT TIBA DI IKAN #shorts #ikn","ProMilenial","https://www.youtube.com/@promilenialentertainment","17K views","2 days ago",""
"https://www.youtube.com/shorts/mOvWYp6NbE0","Jokowi Nginap di IKN #jokowi #presidenjokowi #iknnusantara #ikn","Investigasi Indonesia","https://www.youtube.com/@investigasiindonesia","2.1K views","2 days ago",""
"https://www.youtube.com/shorts/iJjNR76BP9w","Penampakan IKN, Mewah!!! #ikn #jokowi #indonesia #shorts","PAK KOBOY","https://www.youtube.com/@pakkoboy","10K views","2 days ago",""
"https://www.youtube.com/watch?v=V49tFrGzI5Q&pp=ygUDaWtu","Presiden Jokowi Mulai Berkantor di IKN - LIP 29/07","Lintas iNews","https://www.youtube.com/@LintasiNews","27K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=v5T1U879HG4&pp=ygUDaWtu","Ajak Raffi Ahmad Cs Naik Motor di IKN, Jokowi Resmikan Jembatan Pulau Balang - iNews Pagi 29/07","Official iNews","https://www.youtube.com/@OfficialiNews","1.3K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=Znml2UjhQMI&pp=ygUDaWtu","Efek IKN Sampai ke Provinsi Seberang, Buka Jalur Laut Demi Kemajuan Bersama!","INFO PAGI","https://www.youtube.com/@info_pagi","14K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=UKQeeRUtlgM&pp=ygUDaWtu","Perdana! Hari Pertama Ngantor di IKN, Presiden Jokowi Ngapain Aja? Yuk Intip Agendanya...","Kompas.com","https://www.youtube.com/@kompascom","52K views","2 days ago","Verified"
"https://www.youtube.com/shorts/d5hLVp0ZtlY","Naik Motor, Presiden Jokowi Ajak Influencer Tinjau Progres IKN","Tribun Banyumas","https://www.youtube.com/@tribunbanyumas","1K views","2 days ago",""
"https://www.youtube.com/shorts/05LvKaTJBy0","Gaya Kern Jokowi, Motoran Bareng artis, susuri Tol IKN","KevynLeyn_Art's","https://www.youtube.com/@KevynLeyn","27K views","2 days ago",""
"https://www.youtube.com/shorts/prwSrPrxFxk","Viral G Sih? kantor ikn telah selesai #jokowi #jokowidodo #garuda #pancasila #ytshorts","Viral G sih","https://www.youtube.com/@ViralGSih","10K views","2 days ago",""
"https://www.youtube.com/watch?v=zOxuGw2oqpA&pp=ygUDaWtu","Malamnya di IKN, Raffi GIGI Melongo, JOKOWI Jd Guide Jelasin Ke Para Artis dan Makan Malam di Hutan","berita surakarta","https://www.youtube.com/@beritasurakarta","535K views","2 days ago","Verified"
"https://www.youtube.com/shorts/mVqTgwtTJks","TOURING JOKOWI DI TOL IKN SAMBUT HARI KEMERDEKAAN #u19 #ikn #iknnusantara #agustusan #jokowi","Majid kgn K2","https://www.youtube.com/@Majidkgnk2","13K views","2 days ago",""
"https://www.youtube.com/watch?v=nrcPwOojgQw&pp=ygUDaWtu","Kunjungi Kawasan Inti Pusat Pemerintahan, Presiden Jokowi Mulai Berkantor di IKN","KompasTV Pontianak","https://www.youtube.com/@KompasTVPontianak","26K views","2 days ago","Verified"
"https://www.youtube.com/shorts/utBOS01qi3g","Presiden Jokowi Resmikan Jambatan Pulau Balang Untuk Permudah Konektivitas Ke IKN ...!!! 🔥😎🔥😎🔥😎","Radhina Kahfi","https://www.youtube.com/@RadhinaKahfi","10K views","2 days ago",""
"https://www.youtube.com/shorts/zBe_qk9nFE0","TERKINI SUMBU KEBANGSAAN IKN || 29 JULI 2024","Elang Cahaya","https://www.youtube.com/@elangcahaya","3.9K views","2 days ago",""
"https://www.youtube.com/shorts/S8QYxhlumeE","Presiden Jokowi Ajak Artis hingga Seleb TikTok Menjajal Jalan Tol IKN","CoverBothSide Newsroom","https://www.youtube.com/@coverbothsidenewsroom","1.7K views","2 days ago",""
"https://www.youtube.com/shorts/Gmh5QFtCfrE","Hari Pertama Jokowi Ngantor di IKN","kumparan","https://www.youtube.com/@kumparan","2.5K views","2 days ago","Verified"
"https://www.youtube.com/shorts/hsbLHeMddKs","Jokowi Ajak Para artis muda kaya, Youtuber, Tiktoker, ke IKN‼️","KevynLeyn_Art's","https://www.youtube.com/@KevynLeyn","30K views","2 days ago",""
"https://www.youtube.com/shorts/kSE4li5W3wQ","Jokowi coba jalan tol bersama para artis #politik #jokowi #artist #ikn #tol #jalan #fyp","Politik_Negeri","https://www.youtube.com/@politik_Negeri","2.6K views","2 days ago",""
"https://www.youtube.com/watch?v=REBzdMf7hd0&pp=ygUDaWtu","Bagaimana Bisa Menandingi Indonesia? DPR Malaysia Peringatkan Warganya dg IKN Jelang Upacara 17 Agus","The Wanderer","https://www.youtube.com/@TheWandererDoc","206K views","2 days ago","Verified"
"https://www.youtube.com/watch?v=JY-SPMCaAkk&pp=ygUDaWtu","Berkantor di IKN 3 Hari, Begini Kesiapan Infrastruktur di IKN. Berapa Persen?","KompasTV Jember","https://www.youtube.com/@kompastvjember","12K views","2 days ago","Verified"
